show_id,type,title,country,date_added,release_year,rating,duration,listed_in
s1534,TV Show,Cricket Fever: Mumbai Indians,India,2019-03-01,2019,TV-MA,1 Season,"Docuseries, International TV Shows"
s1535,TV Show,Crime Diaries: Night Out,Mexico,2019-05-03,2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
s1536,TV Show,Crime Diaries: The Candidate,Mexico,2019-03-22,2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
s1537,TV Show,Crime Time,France,2019-01-31,2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure"
s1538,TV Show,Criminal Minds,"United States, Canada",2017-06-30,2017,TV-14,12 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries"
s1539,TV Show,Criminal: France,,2019-09-20,2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas"
s1540,TV Show,Criminal: Germany,Germany,2019-09-20,2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas"
s1541,TV Show,Criminal: Spain,Spain,2019-09-20,2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
s1542,TV Show,Criminal: UK,"United Kingdom, France, Germany, Spain",2020-09-16,2020,TV-MA,2 Seasons,"British TV Shows, Crime TV Shows, International TV Shows"
s1550,TV Show,Cuckoo,United Kingdom,2019-04-19,2019,TV-MA,5 Seasons,"British TV Shows, International TV Shows, TV Comedies"
s1554,TV Show,Cupcake & Dino - General Services,"Canada, Brazil",2019-05-03,2019,TV-Y7,2 Seasons,"Kids' TV, TV Comedies"
s1555,TV Show,Curon,Italy,2020-06-10,2020,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Horror"
s1556,TV Show,Cursed,"United Kingdom, Australia",2020-07-17,2020,TV-MA,1 Season,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy"
s1561,TV Show,Cyborg 009 VS Devilman,"Japan, United States",2016-04-01,2015,TV-MA,1 Season,"Anime Series, International TV Shows"
s1562,TV Show,Cyborg 009: Call of Justice,Japan,2017-02-10,2017,TV-14,1 Season,"Anime Series, International TV Shows"
s1566,TV Show,Déjà Vu,,2019-01-02,2013,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas"
s1567,TV Show,Dérè: An African Tale,,2020-08-15,2016,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas"
s1578,TV Show,Dad's Army,United Kingdom,2018-03-31,1977,TV-PG,10 Seasons,"British TV Shows, Classic & Cult TV, TV Comedies"
s1585,TV Show,Damnation,United States,2018-11-07,2017,TV-MA,1 Season,"Crime TV Shows, TV Dramas"
s1587,TV Show,Dance & Sing with True,,2018-05-18,2018,TV-Y,1 Season,Kids' TV
s1588,TV Show,Dance Academy,Australia,2017-12-20,2013,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas"
s1591,TV Show,Dancing Angels,,2018-04-27,2016,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
s1592,TV Show,Dancing Queen,,2018-10-05,2018,TV-14,1 Season,Reality TV
s1595,TV Show,Dandy,Mexico,2018-03-31,2016,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
s1597,TV Show,Danger Mouse,United Kingdom,2016-11-09,2016,TV-Y7,2 Seasons,"British TV Shows, Kids' TV"
s1598,TV Show,Danger Mouse: Classic Collection,United Kingdom,2015-06-15,1992,TV-Y,10 Seasons,"British TV Shows, Kids' TV, TV Comedies"
s1600,TV Show,Dangerous Roads,United Kingdom,2019-02-01,2012,TV-MA,2 Seasons,"British TV Shows, Docuseries"
s1601,TV Show,Daniel Sloss: Live Shows,United States,2018-09-11,2018,TV-MA,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies"
s1609,TV Show,Dare Me,United States,2020-12-30,2019,TV-MA,1 Season,"Crime TV Shows, TV Dramas, TV Thrillers"
s1611,TV Show,Dark,"Germany, United States",2020-06-27,2020,TV-MA,3 Seasons,"Crime TV Shows, International TV Shows, TV Dramas"
s1614,TV Show,Dark Desire,Mexico,2020-07-15,2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
s1617,TV Show,Dark Matter,Canada,2017-09-25,2017,TV-PG,3 Seasons,"TV Sci-Fi & Fantasy, TV Thrillers"
s1620,TV Show,Dark Tourist,New Zealand,2018-07-20,2018,TV-MA,1 Season,"Docuseries, International TV Shows"
s1623,TV Show,Darr Sabko Lagta Hai,India,2018-03-01,2015,TV-MA,1 Season,"International TV Shows, TV Horror, TV Thrillers"
s1625,TV Show,DASH & LILY,United States,2020-11-10,2020,TV-14,1 Season,"Romantic TV Shows, TV Comedies, TV Dramas"
s1626,TV Show,Dating Around,,2020-06-12,2020,TV-MA,2 Seasons,"Reality TV, Romantic TV Shows"
s1627,TV Show,Dating Around: Brazil,Brazil,2020-07-10,2020,TV-14,1 Season,"International TV Shows, Reality TV, Romantic TV Shows"
s1628,TV Show,Daughters of Destiny,United States,2017-07-28,2017,TV-14,1 Season,Docuseries
s1630,TV Show,Dave Chappelle,United States,2017-03-21,2017,TV-MA,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies"
s1631,TV Show,Dave Chappelle: Equanimity & The Bird Revelation,United States,2017-12-31,2017,TV-MA,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies"
s1639,TV Show,Dawai Asmara,,2017-12-11,2016,TV-14,1 Season,"International TV Shows, TV Dramas"
s1640,TV Show,Dawn of the Croods,United States,2017-07-07,2017,TV-Y7,4 Seasons,Kids' TV
s1641,TV Show,Dawson's Creek,United States,2020-11-01,2002,TV-14,6 Seasons,"Romantic TV Shows, TV Dramas, Teen TV Shows"
s1642,TV Show,Day and Night,China,2018-03-23,2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas"
s1644,TV Show,Daybreak,United States,2019-10-24,2019,TV-MA,1 Season,"TV Action & Adventure, TV Comedies, TV Horror"
s1645,TV Show,Days We Stared at the Sun,Taiwan,2018-03-31,2017,TV-MA,2 Seasons,"International TV Shows, TV Dramas"
s1647,TV Show,DC Super Hero Girls,United States,2019-08-12,2019,TV-Y7,1 Season,Kids' TV
s1648,TV Show,DC's Legends of Tomorrow,United States,2020-06-10,2020,TV-14,5 Seasons,"TV Action & Adventure, TV Sci-Fi & Fantasy"
s1653,TV Show,Dead Set,United Kingdom,2016-09-01,2008,TV-MA,1 Season,"British TV Shows, TV Horror, TV Thrillers"
s1654,TV Show,Dead to Me,United States,2020-05-08,2020,TV-MA,2 Seasons,"TV Comedies, TV Dramas"
s1659,TV Show,Deadwind,"Finland, Germany",2020-07-01,2020,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas"
s1660,TV Show,Deaf U,United States,2020-10-09,2020,TV-MA,1 Season,Docuseries
s1665,TV Show,Dear My Friends,South Korea,2020-06-01,2016,TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Dramas"
s1667,TV Show,Dear White People,United States,2019-08-02,2019,TV-MA,3 Seasons,"TV Comedies, TV Dramas"
s1670,TV Show,Death by Magic,United States,2018-11-30,2018,TV-PG,1 Season,Reality TV
s1681,TV Show,Deep Undercover Collection,United States,2018-07-20,2017,TV-MA,3 Seasons,"Crime TV Shows, Docuseries"
s1682,TV Show,Deep Water,Australia,2017-07-01,2016,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas"
s1688,TV Show,Degrassi: Next Class,Canada,2017-07-07,2017,TV-14,4 Seasons,"International TV Shows, TV Dramas, Teen TV Shows"
s1692,TV Show,Delhi Crime,India,2019-03-22,2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas"
s1696,TV Show,DeMarcus Family Rules,United States,2020-08-19,2020,TV-14,1 Season,Reality TV
s1700,TV Show,Demon's Path,,2018-12-22,2018,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas"
s1704,TV Show,Dennis and Gnasher Unleashed,United Kingdom,2019-05-15,2017,TV-Y,1 Season,"British TV Shows, Kids' TV, TV Comedies"
s1707,TV Show,Derek,United Kingdom,2019-04-05,2015,TV-MA,3 Seasons,"British TV Shows, International TV Shows, TV Comedies"
s1711,TV Show,Derry Girls,United Kingdom,2019-08-02,2019,TV-MA,2 Seasons,"British TV Shows, International TV Shows, TV Comedies"
s1712,TV Show,Designated Survivor,United States,2019-06-07,2019,TV-MA,3 Seasons,"Crime TV Shows, TV Dramas, TV Thrillers"
s1713,TV Show,Designated Survivor: 60 Days,South Korea,2019-07-02,2019,TV-14,1 Season,"International TV Shows, Korean TV Shows, TV Dramas"
s1721,TV Show,Detention,Taiwan,2020-12-05,2020,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Horror"
s1729,TV Show,Devilman Crybaby,Japan,2018-01-05,2018,TV-MA,1 Season,"Anime Series, International TV Shows, TV Horror"
s1730,TV Show,Devlok with Devdutt Pattanaik,India,2018-10-15,2017,TV-PG,1 Season,International TV Shows
s1732,TV Show,Dexter,United States,2018-01-01,2013,TV-MA,8 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries"
s1737,TV Show,Dharmakshetra,India,2018-07-05,2014,TV-PG,1 Season,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy"
s1739,TV Show,Dhia Sofea,Malaysia,2017-12-01,2015,TV-14,1 Season,"International TV Shows, TV Dramas"
s1743,TV Show,Diablero,Mexico,2020-01-31,2020,TV-MA,2 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Action & Adventure"
s1744,TV Show,Diagnosis,United States,2019-08-16,2019,TV-14,1 Season,"Docuseries, Science & Nature TV"
s1745,TV Show,Diamond City,,2020-12-18,2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas"
s1746,TV Show,Diamond Lover,China,2017-07-07,2015,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas"
s1766,TV Show,Dinner for Five,United States,2008-02-04,2007,TV-MA,1 Season,Stand-Up Comedy & Talk Shows
s1768,TV Show,Dino Girl Gauko,"United States, Japan",2020-03-20,2020,TV-Y7,2 Seasons,"Anime Series, Kids' TV"
s1769,TV Show,Dino Hunt,Canada,2017-08-04,2016,TV-G,1 Season,"Docuseries, Science & Nature TV"
s1770,TV Show,Dinosaur King,Japan,2018-06-02,2008,TV-Y7,2 Seasons,"Anime Series, Kids' TV"
s1771,TV Show,Dinotrux,United States,2017-08-18,2017,TV-Y7,5 Seasons,Kids' TV
s1772,TV Show,Dinotrux Supercharged,,2018-08-03,2018,TV-Y7,3 Seasons,Kids' TV
s1773,TV Show,Dirty John,United States,2019-11-25,2018,TV-MA,1 Season,"Crime TV Shows, TV Dramas, TV Mysteries"
s1774,TV Show,Dirty Money,United States,2020-03-11,2020,TV-MA,2 Seasons,"Crime TV Shows, Docuseries"
s1775,TV Show,Disappearance,Egypt,2019-03-08,2018,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries"
s1781,TV Show,Disenchantment,United States,2021-01-15,2021,TV-14,3 Seasons,"TV Action & Adventure, TV Comedies, TV Sci-Fi & Fantasy"
s1782,TV Show,Disjointed,United States,2018-01-12,2018,TV-MA,2 Seasons,TV Comedies
s1785,TV Show,Diva Brides,,2019-10-02,2017,TV-MA,1 Season,"British TV Shows, Reality TV"
s1790,TV Show,Do Do Sol Sol La La Sol,South Korea,2020-10-08,2020,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
s1793,TV Show,Doctor Foster,United Kingdom,2018-03-31,2017,TV-MA,2 Seasons,"British TV Shows, International TV Shows, Romantic TV Shows"
s1795,TV Show,Documentary Now!,United States,2019-06-03,2019,TV-14,3 Seasons,TV Comedies
s1797,TV Show,Dogs,United States,2018-11-16,2018,TV-PG,1 Season,Docuseries
s1798,TV Show,Dogs of Berlin,Germany,2018-12-07,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas"
s1800,TV Show,Dollar,Lebanon,2019-08-08,2019,TV-MA,1 Season,"International TV Shows, TV Dramas"
s1803,TV Show,Dolly Parton's Heartstrings,United States,2019-11-22,2019,TV-14,1 Season,TV Dramas
s1816,TV Show,Don't F**k with Cats: Hunting an Internet Killer,"United Kingdom, United States",2019-12-18,2019,TV-MA,1 Season,"Crime TV Shows, Docuseries"
s1827,TV Show,Doomsday Preppers,United States,2019-03-01,2013,TV-14,1 Season,"Reality TV, Science & Nature TV"
s1829,TV Show,Dope,United States,2019-06-28,2019,TV-MA,3 Seasons,"Crime TV Shows, Docuseries"
s1831,TV Show,Dorohedoro,Japan,2020-05-28,2020,TV-MA,1 Season,"Anime Series, International TV Shows"
s1840,TV Show,Down to Earth with Zac Efron,United States,2020-07-10,2020,TV-PG,1 Season,"Docuseries, Reality TV, Science & Nature TV"
s1845,TV Show,Dracula,United Kingdom,2020-01-04,2020,TV-14,1 Season,"British TV Shows, International TV Shows, TV Dramas"
s1846,TV Show,DRAGON PILOT: Hisone & Masotan,Japan,2018-09-21,2018,TV-14,1 Season,"Anime Series, International TV Shows"
s1849,TV Show,Dragon's Dogma,,2020-09-17,2020,TV-MA,1 Season,"Anime Series, International TV Shows"
s1857,TV Show,Dragons: Race to the Edge,United States,2018-02-16,2018,TV-Y7,6 Seasons,"Kids' TV, TV Action & Adventure"
s1858,TV Show,Dragons: Rescue Riders,United States,2020-02-07,2020,TV-Y,2 Seasons,"Kids' TV, TV Comedies"
s1862,TV Show,Dramaworld,"United States, South Korea, China",2016-05-23,2016,TV-14,1 Season,"Romantic TV Shows, TV Comedies, TV Dramas"
s1865,TV Show,Dream Home Makeover,United States,2021-01-01,2021,TV-G,2 Seasons,Reality TV
s1867,TV Show,DreamWorks Happy Holidays from Madagascar,United States,2020-10-02,2005,TV-PG,1 Season,"Kids' TV, TV Comedies"
s1868,TV Show,DreamWorks Holiday Classics,United States,2018-12-16,2011,TV-PG,1 Season,"Kids' TV, TV Comedies"
s1870,TV Show,DreamWorks How to Train Your Dragon Legends,United States,2020-01-20,2011,TV-PG,1 Season,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy"
s1871,TV Show,DreamWorks Kung Fu Panda Awesome Secrets,United States,2019-07-01,2008,TV-PG,1 Season,"Kids' TV, TV Action & Adventure, TV Comedies"
s1872,TV Show,DreamWorks Shrek's Swamp Stories,United States,2020-02-17,2008,TV-PG,1 Season,"Kids' TV, TV Action & Adventure, TV Comedies"
s1873,TV Show,DreamWorks Spooky Stories,United States,2018-10-25,2009,TV-PG,1 Season,"Kids' TV, TV Comedies"
s1874,TV Show,DreamWorks Spooky Stories: Volume 2,,2020-04-24,2011,TV-PG,1 Season,"Kids' TV, TV Comedies"
s1876,TV Show,DRIFTING DRAGONS,Japan,2020-04-30,2020,TV-14,1 Season,"Anime Series, International TV Shows"
s1881,TV Show,Droppin' Cash: Los Angeles,United States,2019-08-28,2019,TV-MA,2 Seasons,Reality TV
s1882,TV Show,Drug Lords,United States,2018-07-10,2018,TV-MA,2 Seasons,"Crime TV Shows, Docuseries"
s1883,TV Show,Drug Squad: Costa del Sol,Spain,2019-10-25,2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
s1884,TV Show,"Drugs, Inc.",United States,2019-03-23,2015,TV-MA,1 Season,"Crime TV Shows, Docuseries"
s1891,TV Show,Dueños del paraíso,"United States, Chile",2017-02-25,2015,TV-14,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
s1898,TV Show,Durarara!!,Japan,2018-12-20,2016,TV-MA,1 Season,"Anime Series, Crime TV Shows, International TV Shows"
s1901,TV Show,Dynasty,United States,2020-05-23,2019,TV-14,3 Seasons,TV Dramas
s1906,TV Show,Earth to Luna!,Brazil,2020-04-10,2014,TV-Y,1 Season,Kids' TV
s1907,TV Show,Earth's Natural Wonders,United Kingdom,2017-03-01,2015,TV-PG,1 Season,"British TV Shows, Docuseries, Science & Nature TV"
s1908,TV Show,Earth's Natural Wonders: Life at the Extremes,,2018-10-01,2018,TV-14,1 Season,"British TV Shows, Docuseries, Science & Nature TV"
s1911,TV Show,Eastsiders,United States,2019-12-01,2018,TV-MA,4 Seasons,"TV Comedies, TV Dramas"
s1912,TV Show,Easy,United States,2019-05-10,2019,TV-MA,3 Seasons,"TV Comedies, TV Dramas"
s1914,TV Show,Easy Fortune Happy Life,Taiwan,2016-09-01,2009,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
s1921,TV Show,Edgar Rice Burroughs' Tarzan and Jane,,2018-10-12,2018,TV-Y7,2 Seasons,"Crime TV Shows, Kids' TV"
s1924,TV Show,Edge of the Universe,United Kingdom,2016-08-01,2008,TV-G,1 Season,"British TV Shows, Docuseries, Science & Nature TV"
s1925,TV Show,Edha,Argentina,2018-03-16,2018,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas"
s1934,TV Show,Einsatzgruppen: The Nazi Death Squads,France,2016-11-10,2009,TV-MA,1 Season,"Docuseries, International TV Shows"
s1944,TV Show,El Barco,Spain,2017-07-01,2013,NR,3 Seasons,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows"
s1947,TV Show,El Cartel,Colombia,2018-08-24,2008,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
s1948,TV Show,El Cartel 2,Colombia,2018-08-24,2010,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
s1949,TV Show,El Chapo,"Mexico, United States",2018-07-27,2018,TV-MA,3 Seasons,"Crime TV Shows, Spanish-Language TV Shows, TV Action & Adventure"
s1950,TV Show,El Chavo,Mexico,2017-12-31,1979,TV-PG,1 Season,"Classic & Cult TV, Kids' TV, Spanish-Language TV Shows"
s1952,TV Show,El Clon,United States,2017-05-18,2010,TV-14,1 Season,"Romantic TV Shows, Spanish-Language TV Shows, TV Dramas"
s1955,TV Show,El desconocido,,2019-06-14,2019,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
s1956,TV Show,El Dragón: Return of a Warrior,Mexico,2020-04-17,2020,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
s1960,TV Show,El Marginal,Argentina,2019-09-27,2019,TV-MA,3 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
s1963,TV Show,El Reemplazante,Chile,2020-04-04,2013,TV-MA,2 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Dramas"
s1964,TV Show,El señor de los Cielos,"United States, Mexico, Colombia",2020-04-30,2019,TV-MA,7 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
s1968,TV Show,El Vato,United States,2018-02-24,2017,TV-MA,2 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Comedies"
s1979,TV Show,Elite,Spain,2020-03-13,2020,TV-MA,3 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
s1982,TV Show,Ellen DeGeneres: Relatable,United States,2018-12-18,2018,TV-MA,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies"
s1991,TV Show,Emily in Paris,United States,2020-10-02,2020,TV-MA,1 Season,"Romantic TV Shows, TV Comedies, TV Dramas"
s1992,TV Show,Emily's Wonder Lab,United States,2020-08-25,2020,TV-Y,1 Season,Kids' TV
s1995,TV Show,Emogenius,United States,2018-12-15,2017,TV-PG,1 Season,Reality TV
s1996,TV Show,Empire Games,"Czech Republic, United States",2018-10-05,2018,TV-14,1 Season,Docuseries
s1999,TV Show,Encerrados,,2018-06-18,2018,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Comedies"
s2001,TV Show,Encounters with Evil,United Kingdom,2019-07-12,2016,TV-14,1 Season,"British TV Shows, Crime TV Shows, Docuseries"
s2004,TV Show,Enemigo íntimo,,2018-08-08,2018,TV-MA,1 Season,"Crime TV Shows, Spanish-Language TV Shows, TV Dramas"
s2006,TV Show,Engineering Girls,India,2019-10-01,2018,TV-MA,1 Season,"International TV Shows, TV Comedies"
s2011,TV Show,Entangled,South Korea,2017-08-01,2014,TV-14,1 Season,"International TV Shows, TV Dramas"
s2016,TV Show,Episodes,"United Kingdom, United States",2018-01-06,2017,TV-MA,5 Seasons,"Classic & Cult TV, TV Comedies"
s2018,TV Show,Equestria Girls: Tales of Canterlot High,"United States, Canada",2017-10-01,2017,TV-Y7,1 Season,"Kids' TV, TV Comedies"
s2020,TV Show,Equinox,"Denmark, United States",2020-12-30,2020,TV-MA,1 Season,"International TV Shows, TV Mysteries, TV Thrillers"
s2021,TV Show,Erased,Japan,2020-09-01,2016,TV-14,1 Season,"Anime Series, International TV Shows, TV Thrillers"
s2028,TV Show,Especial 20 años Fútbol de Primera,,2020-05-20,2020,TV-14,1 Season,"Docuseries, International TV Shows, Spanish-Language TV Shows"
s2031,TV Show,Eternal Love,China,2018-11-17,2017,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas"
s2033,TV Show,Ethos,Turkey,2020-11-12,2020,TV-MA,1 Season,"International TV Shows, TV Dramas"
s2034,TV Show,Eugenie Nights,Egypt,2019-03-11,2018,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas"
s2036,TV Show,Eurovision Song Contest,,2019-07-23,2019,TV-PG,1 Season,International TV Shows
s2045,TV Show,Ever After High,Canada,2020-08-06,2016,TV-Y7,5 Seasons,Kids' TV
s2049,TV Show,Everyday Miracles,United Kingdom,2017-08-01,2014,TV-PG,1 Season,"British TV Shows, Docuseries, International TV Shows"
s2051,TV Show,Everything Sucks!,United States,2018-02-16,2018,TV-14,1 Season,"TV Comedies, TV Dramas, Teen TV Shows"
s2052,TV Show,Evil,United States,2020-10-01,2019,TV-14,1 Season,TV Dramas
s2053,TV Show,Evil Genius,United States,2018-05-11,2018,TV-MA,1 Season,"Crime TV Shows, Docuseries, TV Mysteries"
s2057,TV Show,Ex-Boyfriend,China,2017-01-01,2011,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
s2058,TV Show,Examination of Conscience,Spain,2019-01-25,2019,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows"
s2059,TV Show,Exclusive Edition,,2017-08-14,2008,TV-14,1 Season,"International TV Shows, TV Dramas"
s2062,TV Show,Exhibit A,United States,2019-06-28,2019,TV-MA,1 Season,"Crime TV Shows, Docuseries, Science & Nature TV"
s2069,TV Show,Explained,United States,2019-09-26,2019,TV-MA,2 Seasons,"Docuseries, Science & Nature TV"
s2073,TV Show,Extracurricular,South Korea,2020-04-29,2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows"
s2074,TV Show,Extras,"United Kingdom, United States",2017-03-31,2006,TV-MA,2 Seasons,"British TV Shows, TV Comedies"
s2075,TV Show,Extreme Engagement,,2019-07-12,2019,TV-MA,1 Season,"International TV Shows, Reality TV"
s2082,TV Show,Ezel,Turkey,2016-12-26,2009,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas"
s2083,TV Show,????,,2018-04-27,2016,TV-14,1 Season,"International TV Shows, TV Dramas"
s2084,TV Show,F is for Family,"United States, France, Canada",2020-06-12,2020,TV-MA,4 Seasons,TV Comedies
s2088,TV Show,Fabulous Lives of Bollywood Wives,India,2020-11-27,2020,TV-MA,1 Season,"International TV Shows, Reality TV"
s2091,TV Show,Fairy Tail,Japan,2017-04-01,2009,TV-MA,1 Season,"Anime Series, International TV Shows"
s2093,TV Show,Fake or Fortune?,United Kingdom,2019-07-26,2015,TV-G,1 Season,"British TV Shows, Crime TV Shows, Docuseries"
s2097,TV Show,Fall in Love with Me,Taiwan,2016-10-01,2014,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
s2099,TV Show,Fallet,Sweden,2018-04-01,2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Comedies"
s2101,TV Show,Falsa identidad,"Mexico, United States",2019-06-01,2018,TV-MA,1 Season,"Crime TV Shows, Spanish-Language TV Shows, TV Dramas"
s2103,TV Show,Familiar Wife,South Korea,2020-10-01,2018,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas"
s2106,TV Show,Family Business,France,2020-09-11,2020,TV-MA,2 Seasons,"International TV Shows, TV Comedies, TV Dramas"
s2107,TV Show,Family Reunion,United States,2020-01-20,2020,TV-PG,2 Seasons,"Kids' TV, TV Comedies"
s2113,TV Show,Fangbone,Canada,2017-04-22,2016,TV-Y7,1 Season,"Kids' TV, TV Comedies"
s2117,TV Show,Fartsa,Russia,2017-08-01,2015,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas"
s2118,TV Show,Fary : Hexagone,France,2020-04-16,2020,TV-MA,2 Seasons,"International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies"
s2121,TV Show,Fast & Furious Spy Racers,United States,2020-12-26,2020,TV-Y7,3 Seasons,Kids' TV
s2122,TV Show,Fastest Car,United States,2019-09-20,2019,TV-MA,2 Seasons,Reality TV
s2125,TV Show,Fatal Destiny,,2018-07-13,2016,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure"
s2126,TV Show,Fate/Apocrypha,Japan,2017-11-07,2017,TV-MA,2 Seasons,"Anime Series, International TV Shows"
s2127,TV Show,Fate/EXTRA Last Encore,Japan,2018-10-30,2018,TV-MA,2 Seasons,"Anime Series, International TV Shows"
s2129,TV Show,Fate/stay night: Unlimited Blade Works,Japan,2018-12-20,2015,TV-14,2 Seasons,"Anime Series, International TV Shows"
s2130,TV Show,Fate/Zero,Japan,2019-06-15,2012,TV-MA,2 Seasons,"Anime Series, International TV Shows"
s2131,TV Show,Father Brown,United Kingdom,2018-03-31,2017,TV-14,6 Seasons,"British TV Shows, Crime TV Shows, TV Dramas"
s2135,TV Show,Fauda,Israel,2020-04-16,2020,TV-MA,3 Seasons,"Crime TV Shows, International TV Shows, TV Action & Adventure"
s2137,TV Show,Fear City: New York vs The Mafia,United States,2020-07-22,2020,TV-MA,1 Season,"Crime TV Shows, Docuseries"
s2138,TV Show,Fear Files... Har Mod Pe Darr,India,2017-06-01,2015,TV-MA,1 Season,"International TV Shows, TV Horror, TV Thrillers"
s2140,TV Show,Feel Good,United Kingdom,2020-03-20,2020,TV-MA,1 Season,"Romantic TV Shows, TV Comedies, TV Dramas"
s2143,TV Show,Felipe Esparza: Bad Decisions,United States,2020-09-01,2020,TV-MA,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies"
s2157,TV Show,Fifty: The Series,Nigeria,2020-02-07,2018,TV-14,2 Seasons,"International TV Shows, Romantic TV Shows, TV Dramas"
s2159,TV Show,FIGHTWORLD,,2018-10-12,2018,TV-MA,1 Season,Docuseries
s2161,TV Show,Filinta,Turkey,2017-04-15,2015,TV-14,2 Seasons,"Crime TV Shows, International TV Shows, TV Action & Adventure"
s2167,TV Show,FINAL FANTASY XIV Dad of Light,Japan,2017-09-01,2017,TV-PG,1 Season,"International TV Shows, TV Dramas"
s2169,TV Show,Find Yourself,,2020-01-29,2020,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
s2172,TV Show,Fire Chasers,United States,2017-09-08,2017,TV-MA,1 Season,"Docuseries, Science & Nature TV"
s2177,TV Show,Fireman Sam,United Kingdom,2020-10-15,2018,TV-Y,4 Seasons,"British TV Shows, Kids' TV"
s2181,TV Show,First and Last,,2018-09-07,2018,TV-MA,1 Season,Docuseries
s2187,TV Show,First Team: Juventus,United States,2018-07-06,2018,TV-PG,2 Seasons,"Docuseries, International TV Shows"
s2194,TV Show,Fit for Fashion,,2018-12-14,2015,TV-14,2 Seasons,"International TV Shows, Reality TV"
