show_title,rating,votes,total_hours,total_views,weeks_in_top10,average_weekly_views_12m,average_weekly_views_4w,momentum_ratio,proven_demand_score,reliable_demand,demand_pattern,metadata_match_note,original_uk_audience,google_trends_average_12m,google_trends_average_4w,rights_status,current_platform,production_status,confirmed_release_date,estimated_viewers_low,estimated_viewers_base,estimated_viewers_high,projected_value_base_gbp,licence_cost_gbp,benefit_cost_ratio,projected_roi,break_even_viewers,recommendation
Losing Judgment,,,43900000,5000000.0,3,96153.84615384616,0.0,0.0,25.353717026378895,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1517494.7541966427,2334607.314148681,3268450.239808153,5836518.285371702,,,,,Watchlist
Fred and Rose West: A British Horror Story,,,43600000,16600000.0,3,0.0,0.0,,25.29376498800959,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1515059.2026378894,2330860.311750599,3263204.4364508386,5827150.7793764975,,,,,Watchlist
Ludik,5.400000095367432,412,9860000,,1,0.0,0.0,,25.14577779583104,False,Mixed or limited evidence,Exact cleaned title - verify remakes,,,,Unconfirmed,Current UK platform unverified,Research required,,1509047.222955636,2321611.11223944,3250255.557135216,5804027.780598599,,,,,Watchlist
Castlevania: Nocturne,,,33000000,8600000.0,4,0.0,0.0,,25.119904076738607,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1507996.103117506,2319994.004796163,3247991.606714628,5799985.0119904075,,,,,Watchlist
"House, M.D.",,,63200000,4000000.0,2,0.0,0.0,,25.107913669064747,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1507508.9928057552,2319244.6043165466,3246942.446043165,5798111.510791367,,,,,Watchlist
Toxic Town,,,41600000,11300000.0,3,0.0,0.0,,25.053956834532375,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1505316.996402878,2315872.3021582738,3242221.223021583,5789680.755395684,,,,,Watchlist
The Hijacking of Flight 601,,,41500000,7900000.0,3,0.0,0.0,,25.02997601918465,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1504342.7757793765,2314373.5011990406,3240122.9016786567,5785933.752997601,,,,,Watchlist
Daily Dose of Sunshine,,,59900000,4600000.0,2,0.0,0.0,,24.892086330935253,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1498741.0071942448,2305755.3956834534,3228057.5539568346,5764388.489208633,,,,,Watchlist
"Old Dog, New Tricks",,,40600000,9700000.0,3,186538.46153846153,0.0,0.0,24.826139088729015,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1496061.9004796161,2301633.693045563,3222287.170263788,5754084.232613908,,,,,Watchlist
Conversations with a Killer: The Jeffrey Dahmer Tapes,,,59110000,,2,0.0,0.0,,24.772182254196647,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1493869.9040767387,2298261.3908872902,3217565.947242206,5745653.477218226,,,,,Watchlist
Unicorn Academy,,,40200000,8700000.0,3,0.0,0.0,,24.742206235011988,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1492652.128297362,2296387.889688249,3214943.045563549,5740969.724220623,,,,,Watchlist
IC 814: The Kandahar Hijack,,,40100000,9000000.0,3,0.0,0.0,,24.706235011990408,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1491190.7973621106,2294139.688249401,3211795.563549161,5735349.2206235025,,,,,Watchlist
That Night,,,40100000,9800000.0,3,188461.53846153847,0.0,0.0,24.706235011990408,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1491190.7973621106,2294139.688249401,3211795.563549161,5735349.2206235025,,,,,Watchlist
Santo,5.0,417,10650000,,1,0.0,0.0,,24.620148192822985,False,Mixed or limited evidence,Exact cleaned title - verify remakes,,,,Unconfirmed,Current UK platform unverified,Research required,,1487693.5203334338,2288759.2620514366,3204262.966872011,5721898.155128592,,,,,Watchlist
Million Dollar Secret,,,39500000,9300000.0,3,50000.0,0.0,0.0,24.598321342925654,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1486806.8045563546,2287395.0839328533,3202353.1175059946,5718487.709832134,,,,,Watchlist
Bad Surgeon: Love Under the Knife,,,39200000,14700000.0,3,0.0,0.0,,24.550359712230215,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1484858.3633093527,2284397.482014389,3198156.474820144,5710993.7050359715,,,,,Watchlist
The Ba***ds of Bollywood,,,39000000,7400000.0,3,142307.6923076923,0.0,0.0,24.490407673860908,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1482422.8117505994,2280650.4796163067,3192910.671462829,5701626.199040767,,,,,Watchlist
Fit for TV: The Reality of the Biggest Loser,,,38900000,18500000.0,3,48076.92307692308,0.0,0.0,24.454436450839328,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1480961.4808153477,2278402.278177458,3189763.189448441,5696005.695443645,,,,,Watchlist
Florida Man,,,55690000,,2,0.0,0.0,,24.412470023980816,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1479256.594724221,2275779.376498801,3186091.1270983214,5689448.441247003,,,,,Watchlist
Rivers of Fate,,,38100000,10500000.0,3,101923.07692307692,0.0,0.0,24.38249400479616,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1478038.8189448442,2273905.87529976,3183468.225419664,5684764.6882494,,,,,Watchlist
Mr. Plankton,,,55600000,5300000.0,2,0.0,0.0,,24.364508393285373,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1477308.1534772185,2272781.774580336,3181894.4844124704,5681954.436450841,,,,,Watchlist
"The Program: Cons, Cults and Kidnapping",,,37400000,11700000.0,3,0.0,0.0,,24.274580335731414,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1473654.826139089,2267161.2709832136,3174025.779376499,5667903.177458034,,,,,Watchlist
Baby Bandito,,,36700000,7100000.0,3,0.0,0.0,,24.046762589928054,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1464399.7302158272,2252922.6618705033,3154091.7266187044,5632306.654676259,,,,,Watchlist
No One Saw Us Leave,,,52800000,12800000.0,2,246153.84615384616,0.0,0.0,23.980815347721823,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1461720.6235011993,2248800.9592326144,3148321.34292566,5622002.3980815355,,,,,Watchlist
Asterix & Obelix: The Big Fight,,,36300000,12000000.0,3,0.0,0.0,,23.962829736211027,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1460989.958033573,2247676.8585131895,3146747.601918465,5619192.146282974,,,,,Watchlist
Idol I,,,28300000,5700000.0,4,109615.38461538461,0.0,0.0,23.92086330935252,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1459285.071942446,2245053.9568345323,3143075.539568345,5612634.892086331,,,,,Watchlist
7 Bears,,,35800000,7800000.0,3,0.0,0.0,,23.902877697841724,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1458554.40647482,2243929.856115108,3141501.7985611507,5609824.64028777,,,,,Watchlist
The Monster of Florence,,,52000000,13000000.0,2,250000.0,0.0,0.0,23.860911270983213,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1456849.5203836933,2241306.954436451,3137829.7362110317,5603267.386091128,,,,,Watchlist
1883,,,51300000,5500000.0,2,0.0,0.0,,23.78896882494005,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1453926.8585131895,2236810.551558753,3131534.772182254,5592026.378896883,,,,,Watchlist
The Amazing Digital Circus,,,27500000,10700000.0,4,71153.84615384616,0.0,0.0,23.752997601918462,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1452465.5275779373,2234562.3501199037,3128387.290167865,5586405.875299759,,,,,Watchlist
The Devil's Plan,,,35000000,5500000.0,3,0.0,0.0,,23.699040767386094,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1450273.5311750602,2231190.047961631,3123666.067146283,5577975.119904077,,,,,Watchlist
Stranded with my Mother-in-Law,,,27300000,6200000.0,4,23076.923076923078,0.0,0.0,23.681055155875296,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1449542.865707434,2230065.947242206,3122092.3261390883,5575164.868105515,,,,,Watchlist
Wrath,,,34700000,7000000.0,3,134615.38461538462,1750000.0,13.0,23.639088729016787,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1447837.9796163067,2227443.045563549,3118420.2637889683,5568607.613908872,,,,,Watchlist
Holy Family,,,34400000,1400000.0,3,0.0,0.0,,23.59112709832134,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1445889.5383693045,2224445.443645084,3114223.6211031172,5561113.60911271,,,,,Watchlist
Reality Check: Inside America's Next Top Model,,,50200000,18000000.0,2,346153.8461538461,0.0,0.0,23.573141486810552,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1445158.8729016786,2223321.3429256594,3112649.880095923,5558303.357314149,,,,,Watchlist
This Is the Zodiac Speaking,,,34300000,15100000.0,3,0.0,0.0,,23.543165467625897,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1443941.0971223023,2221447.841726619,3110026.978417266,5553619.6043165475,,,,,Watchlist
American Manhunt: O.J. Simpson,,,49900000,10000000.0,2,0.0,0.0,,23.52517985611511,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1443210.431654676,2220323.741007194,3108453.2374100713,5550809.352517985,,,,,Watchlist
Midnight at the Pera Palace,,,33870000,1500000.0,3,0.0,0.0,,23.447242206235014,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1440044.2146282976,2215452.6378896884,3101633.6930455635,5538631.594724221,,,,,Watchlist
Dabba Cartel,,,33100000,5900000.0,3,0.0,0.0,,23.30335731414868,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1434198.8908872902,2206459.8321342925,3089043.7649880094,5516149.580335731,,,,,Watchlist
Mr. McMahon,,,47700000,8300000.0,2,0.0,0.0,,23.26139088729017,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1432494.004796163,2203836.9304556353,3085371.7026378894,5509592.326139089,,,,,Watchlist
If Only,,,32970000,,3,0.0,0.0,,23.25539568345324,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1432250.449640288,2203462.2302158275,3084847.1223021583,5508655.575539568,,,,,Watchlist
Departure,,,47600000,11200000.0,2,0.0,0.0,,23.225419664268586,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1431032.6738609113,2201588.7290167864,3082224.2206235006,5503971.822541966,,,,,Watchlist
The Roast of Kevin Hart,,,47600000,16600000.0,2,319230.76923076925,0.0,0.0,23.225419664268586,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1431032.6738609113,2201588.7290167864,3082224.2206235006,5503971.822541966,,,,,Watchlist
The Railway Men - The Untold Story Of Bhopal 1984,,,32600000,8200000.0,3,0.0,0.0,,23.17146282973621,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1428840.6774580337,2198216.426858513,3077502.9976019184,5495541.067146283,,,,,Watchlist
Lady Voyeur,,,46820000,,2,0.0,0.0,,23.069544364508392,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1424700.2398081534,2191846.5227817744,3068585.131894484,5479616.306954436,,,,,Watchlist
The Bequeathed,,,32100000,6800000.0,3,0.0,0.0,,23.06354916067146,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1424456.684652278,2191471.822541966,3068060.5515587525,5478679.556354916,,,,,Watchlist
Melo Movie,,,46800000,4600000.0,2,0.0,0.0,,23.04556354916067,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1423726.0191846523,2190347.7218225417,3066486.810551558,5475869.304556354,,,,,Watchlist
Temptation Island,,,46500000,5200000.0,2,48076.92307692308,0.0,0.0,23.021582733812952,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1422751.7985611511,2188848.9208633094,3064388.489208633,5472122.302158274,,,,,Watchlist
Outlast: The Jungle,,,46400000,7200000.0,2,138461.53846153847,0.0,0.0,22.973621103117505,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1420803.3573141487,2185851.318944844,3060191.8465227815,5464628.29736211,,,,,Watchlist
Flunked,,,31200000,7500000.0,3,144230.76923076922,0.0,0.0,22.919664268585134,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1418611.360911271,2182479.0167865707,3055470.623501199,5456197.541966427,,,,,Watchlist
1992,,,31000000,6900000.0,3,0.0,0.0,,22.847721822541967,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1415688.6990407675,2177982.613908873,3049175.6594724217,5444956.534772182,,,,,Watchlist
Tour de France: Unchained,,,24900000,4400000.0,4,0.0,0.0,,22.72182254196643,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1410574.040767386,2170113.9088729015,3038159.472422062,5425284.772182254,,,,,Watchlist
Half Bad: The Bastard Son & The Devil Himself,,,44720000,,2,0.0,0.0,,22.709832134292565,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1410086.9304556355,2169364.5083932853,3037110.311750599,5423411.270983214,,,,,Watchlist
Young Millionaires,,,30600000,7000000.0,3,19230.76923076923,0.0,0.0,22.703836930455633,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1409843.3752997601,2168989.808153477,3036585.7314148676,5422474.520383692,,,,,Watchlist
Gone Girls: The Long Island Serial Killer,,,44600000,16800000.0,2,0.0,0.0,,22.67386091127098,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1408625.5995203834,2167116.306954436,3033962.8297362104,5417790.76738609,,,,,Watchlist
Cash Queens,,,30200000,5200000.0,3,100000.0,0.0,0.0,22.583932853717027,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1404972.2721822544,2161495.8033573143,3026094.12470024,5403739.508393286,,,,,Watchlist
The Endless Night,,,43280000,,2,0.0,0.0,,22.44604316546763,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1399370.5035971226,2152877.697841727,3014028.7769784178,5382194.2446043175,,,,,Watchlist
Glamorous,,,43100000,5800000.0,2,0.0,0.0,,22.422062350119905,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1398396.282973621,2151378.896882494,3011930.4556354913,5378447.2422062345,,,,,Watchlist
Mandala Murders,,,29200000,5700000.0,3,0.0,0.0,,22.34412470023981,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1395230.0659472423,2146507.793764988,3005110.911270983,5366269.48441247,,,,,Watchlist
Bad Boy,3.799999952316284,1082,9100000,1700000.0,1,0.0,0.0,,22.285351455909204,False,Mixed or limited evidence,Exact cleaned title - verify remakes,,,,Unconfirmed,Current UK platform unverified,Research required,,1392842.4028963116,2142834.4659943255,2999968.2523920555,5357086.164985813,,,,,Watchlist
Dark Winds,,,29100000,6700000.0,3,53846.153846153844,0.0,0.0,22.272182254196643,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1392307.4040767387,2142011.3908872902,2998815.947242206,5355028.477218226,,,,,Watchlist
Alexander: The Making of a God,,,41400000,10600000.0,2,0.0,0.0,,22.18225419664269,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1388654.0767386092,2136390.887290168,2990947.242206235,5340977.21822542,,,,,Watchlist
Ronaldinho: The One and Only,,,28700000,10300000.0,3,198076.92307692306,0.0,0.0,22.152278177458033,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1387436.3009592327,2134517.386091127,2988324.340527578,5336293.465227818,,,,,Watchlist
Canelo Álvarez vs. Terence Crawford,,,69600000,17700000.0,1,340384.6153846154,0.0,0.0,22.152278177458033,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1387436.3009592327,2134517.386091127,2988324.340527578,5336293.465227818,,,,,Watchlist
First Love,,,28580000,,3,0.0,0.0,,22.12829736211031,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1386462.0803357314,2133018.5851318943,2986226.019184652,5332546.462829736,,,,,Watchlist
Special Ops: Lioness,,,41100000,6900000.0,2,0.0,0.0,,22.098321342925658,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1385244.3045563546,2131145.0839328533,2983603.1175059946,5327862.709832134,,,,,Watchlist
"Ashley Madison: Sex, Lies & Scandal",,,40900000,15800000.0,2,0.0,0.0,,22.062350119904078,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1383782.9736211032,2128896.882494005,2980455.635491607,5322242.206235012,,,,,Watchlist
Age of Attraction,,,40800000,7000000.0,2,134615.38461538462,0.0,0.0,22.03836930455636,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1382808.7529976019,2127398.081534772,2978357.314148681,5318495.203836931,,,,,Watchlist
The Museum of Innocence,,,40300000,5300000.0,2,101923.07692307692,0.0,0.0,21.942446043165468,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1378911.8705035972,2121402.8776978417,2969964.028776978,5303507.194244605,,,,,Watchlist
You Are What You Eat: A Twin Experiment,,,39800000,11900000.0,2,0.0,0.0,,21.84652278177458,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1375014.9880095923,2115407.6738609113,2961570.7434052755,5288519.184652278,,,,,Watchlist
Katrina: Come Hell and High Water,,,39600000,11100000.0,2,213461.53846153847,0.0,0.0,21.822541966426858,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1374040.7673860914,2113908.872901679,2959472.4220623504,5284772.182254197,,,,,Watchlist
Divorce Attorney Shin,,,27190000,,3,0.0,0.0,,21.81654676258993,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1373797.212230216,2113534.1726618707,2958947.841726619,5283835.431654677,,,,,Watchlist
The Seven Deadly Sins: Four Knights of the Apocalypse,,,27100000,5800000.0,3,0.0,0.0,,21.792565947242203,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1372822.9916067144,2112035.3717026375,2956849.5203836923,5280088.429256594,,,,,Watchlist
A Virtuous Business,,,27000000,4200000.0,3,0.0,0.0,,21.708633093525183,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1369413.2194244608,2106789.568345324,2949505.3956834534,5266973.92086331,,,,,Watchlist
Smother-in-Law,4.300000190734863,141,11070000,,1,0.0,0.0,,21.673173650508414,False,Mixed or limited evidence,Exact cleaned title - verify remakes,,,,Unconfirmed,Current UK platform unverified,Research required,,1367972.6795519046,2104573.353156776,2946402.6944194864,5261433.38289194,,,,,Watchlist
The Cleaning Lady,,,39000000,5400000.0,2,103846.15384615384,0.0,0.0,21.666666666666668,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1367708.3333333335,2104166.666666667,2945833.3333333335,5260416.666666668,,,,,Watchlist
Maestro in Blue,,,26760000,900000.0,3,0.0,0.0,,21.624700239808153,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1366003.4472422064,2101543.76498801,2942161.2709832136,5253859.412470024,,,,,Watchlist
Hitler and the Nazis: Evil on Trial,,,38800000,6100000.0,2,0.0,0.0,,21.606714628297365,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1365272.7817745802,2100419.664268585,2940587.5299760187,5251049.160671462,,,,,Watchlist
Goodbye Earth,,,37900000,3200000.0,2,0.0,0.0,,21.534772182254198,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1362350.119904077,2095923.2613908874,2934292.565947242,5239808.153477219,,,,,Watchlist
I Woke Up A Vampire,,,26100000,7400000.0,3,0.0,0.0,,21.288968824940046,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1352364.3585131892,2080560.5515587528,2912784.7721822537,5201401.378896882,,,,,Watchlist
Escaping Twin Flames,,,26100000,8900000.0,3,0.0,0.0,,21.288968824940046,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1352364.3585131892,2080560.5515587528,2912784.7721822537,5201401.378896882,,,,,Watchlist
The Pacific,,,36800000,4100000.0,2,0.0,0.0,,21.270983213429258,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1351633.6930455635,2079436.4508393286,2911211.0311750597,5198591.127098322,,,,,Watchlist
I Hate Christmas,,,26020000,1100000.0,3,0.0,0.0,,21.241007194244606,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1350415.9172661873,2077562.949640288,2908588.129496403,5193907.3741007205,,,,,Watchlist
American Manhunt: The Boston Marathon Bombing,,,36560000,,2,0.0,0.0,,21.19904076738609,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1348711.03117506,2074940.0479616306,2904916.0671462826,5187350.119904077,,,,,Watchlist
Kohrra,,,25900000,5300000.0,3,55769.230769230766,0.0,0.0,21.157074340527576,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1347006.145083933,2072317.1462829735,2901244.0047961627,5180792.865707434,,,,,Watchlist
The Leopard,,,36300000,6200000.0,2,0.0,0.0,,21.139088729016787,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1346275.479616307,2071193.0455635493,2899670.263788969,5177982.613908873,,,,,Watchlist
My Brilliant Career,,,36100000,7800000.0,2,150000.0,1950000.0,13.0,21.103117505995208,False,Possible short-term spike,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1344814.1486810553,2068944.8441247004,2896522.7817745805,5172362.110311751,,,,,Watchlist
Bad Influence: The Dark Side of Kidfluencing,,,35400000,14000000.0,2,0.0,0.0,,21.043165467625897,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1342378.597122302,2065197.8417266186,2891276.9784172657,5162994.604316547,,,,,Watchlist
Better Late Than Single,,,25200000,4500000.0,3,28846.153846153848,0.0,0.0,21.013189448441246,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1341160.8213429255,2063324.3405275778,2888654.0767386085,5158310.851318944,,,,,Watchlist
RIPLEY,,,35300000,4800000.0,2,0.0,0.0,,20.995203836930457,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1340430.1558752998,2062200.2398081536,2887080.335731415,5155500.599520384,,,,,Watchlist
A Discovery of Witches,,,35100000,6100000.0,2,0.0,0.0,,20.93525179856115,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1337994.6043165468,2058453.237410072,2881834.5323741008,5146133.09352518,,,,,Watchlist
"Go Ahead, Brother",,,35000000,6000000.0,2,0.0,0.0,,20.875299760191847,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1335559.0527577938,2054706.2350119904,2876588.7290167864,5136765.587529976,,,,,Watchlist
Lock Upp,,,34200000,3400000.0,2,65384.61538461538,0.0,0.0,20.695443645083934,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1328252.3980815348,2043465.2278177459,2860851.318944844,5108663.069544365,,,,,Watchlist
Turning Point: The Bomb and the Cold War,,,34000000,3300000.0,2,0.0,0.0,,20.647482014388487,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1326303.9568345323,2040467.6258992804,2856654.6762589924,5101169.0647482015,,,,,Watchlist
The Yara Gambirasio Case: Beyond Reasonable Doubt,,,24500000,5700000.0,3,0.0,0.0,,20.641486810551555,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1326060.401678657,2040092.9256594721,2856130.095923261,5100232.31414868,,,,,Watchlist
Ancient Apocalypse,,,33520000,2200000.0,2,0.0,0.0,,20.5515587529976,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1322407.0743405274,2034472.42206235,2848261.39088729,5086181.055155875,,,,,Watchlist
Prison Cell 211,,,33200000,8900000.0,2,0.0,0.0,,20.51558752997602,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1320945.743405276,2032224.2206235013,2845113.908872902,5080560.5515587535,,,,,Watchlist
Supersex,,,33200000,5600000.0,2,0.0,0.0,,20.51558752997602,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1320945.743405276,2032224.2206235013,2845113.908872902,5080560.5515587535,,,,,Watchlist
Midsummer Night,,,23700000,9300000.0,3,0.0,0.0,,20.437649880095922,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1317779.5263788968,2027353.117505995,2838294.3645083928,5068382.793764988,,,,,Watchlist
Mad Unicorn,,,32600000,4500000.0,2,0.0,0.0,,20.347721822541967,False,Mixed or limited evidence,IMDb match unavailable,,,,Unconfirmed,Current UK platform unverified,Research required,,1314126.1990407675,2021732.613908873,2830425.6594724217,5054331.534772182,,,,,Watchlist
